key,english,czech
"vault.negotiator.steps_progress","{completed}/{total} steps","{completed}/{total} kroků"
"vault.negotiator.steps_skipped","{count} skipped","{count} přeskočeno"
"vault.negotiator.steps_auto_skipped_one","{count} step auto-skipped","{count} krok automaticky přeskočen"
"vault.negotiator.steps_auto_skipped_other","{count} steps auto-skipped","{count} kroků automaticky přeskočeno"
"vault.negotiator.tips_heading","Tips & best practices","Tipy a osvědčené postupy"
"vault.negotiator.apply_credentials","Apply credentials","Použít přihlašovací údaje"
"vault.negotiator.open_in_browser","Open in browser","Otevřít v prohlížeči"
"vault.negotiator.step_complete_captured","Step complete -- values captured","Krok dokončen -- hodnoty zachyceny"
"vault.negotiator.mark_complete","Mark step complete","Označit jako dokončené"
"vault.negotiator.completed","Completed","Dokončeno"
"vault.card.scope_mismatch","Scope mismatch",""
"vault.card.scope_missing_one","{count} requested scope not granted: ",""
"vault.card.scope_missing_other","{count} requested scopes not granted: ",""
"vault.card.reauthorize","Reauthorize",""
"vault.forms.auth_oauth","OAuth",""
"vault.forms.auth_api_key","API Key",""
"vault.forms.auth_mcp","MCP",""
"vault.forms.healthcheck_passed","Connection test passed",""
"vault.forms.healthcheck_failed","Connection test failed",""
"vault.forms.healthcheck_running","Testing connection...",""
"vault.forms.technical_details","Technical details",""
"vault.forms.how_to_get","How to get",""
"vault.forms.how_to_get_suffix","credentials",""
"vault.forms.back_to_catalog","Back to catalog",""
"vault.forms.new_credential","New Credential",""
"vault.forms.configure_mcp","Configure MCP server connection",""
"vault.forms.configure_fields","Configure credential fields",""
"vault.forms.detect","Detect",""
"vault.forms.auto_add","Auto Add",""
"vault.type_picker.title","Add Credential",""
"vault.type_picker.subtitle","Choose the type of connection",""
"vault.type_picker.ai_built","AI-Built Connector",""
"vault.type_picker.ai_built_hint","Describe what you want to connect to and AI creates the setup for you -- no configuration needed.",""
"vault.type_picker.ai_built_use","Use this for: Slack, GitHub, Notion, Linear, Jira",""
"vault.type_picker.most_popular","Most popular",""
"vault.type_picker.mcp_server","AI Tool Server",""
"vault.type_picker.mcp_server_hint","Connect to an AI tool server -- paste the address and you're done.",""
"vault.type_picker.mcp_server_use","Use this for: MCP-compatible tool servers and plugins",""
"vault.type_picker.web_service","Web Service",""
"vault.type_picker.web_service_hint","Connect to any web service -- we'll guide you through the login details step by step.",""
"vault.type_picker.web_service_use","Use this for: REST APIs, webhooks, or services not in the catalog",""
"vault.type_picker.database","Database",""
"vault.type_picker.database_hint","Connect to your database -- just paste the connection details and pick your tables.",""
"vault.type_picker.database_use","Use this for: PostgreSQL, MySQL, SQLite, MongoDB",""
"vault.type_picker.desktop_app","Desktop App",""
"vault.type_picker.desktop_app_hint","Link apps already on your computer like VS Code, Docker, or Obsidian in one click.",""
"vault.type_picker.desktop_app_use","Use this for: VS Code, Docker, Obsidian, local CLI tools",""
"vault.type_picker.ai_wizard","AI Setup Wizard",""
"vault.type_picker.ai_wizard_hint","Let AI find your services and set everything up automatically -- just follow along.",""
"vault.type_picker.ai_wizard_recommended","Recommended for beginners",""
"vault.type_picker.ai_wizard_use","Use this for: first-time setup or when you're not sure what to pick",""
"vault.type_picker.ai_wizard_cta","Not sure? Start here",""
"vault.type_picker.workspace_connect","Workspace Connect",""
"vault.type_picker.workspace_connect_hint","One Google login creates Gmail, Calendar, Drive, and Sheets credentials automatically",""
"vault.type_picker.auto_discover","Auto-Discover Credentials",""
"vault.type_picker.auto_discover_hint","Scan your filesystem for existing API keys, AWS profiles, env vars, and more",""
"vault.body.authorizing","Authorizing with {name}...",""
"vault.body.authorize_with","Authorize with {name}",""
"vault.body.authorize_hint","Opens {name} sign-in and saves your access after you approve.",""
"vault.body.consent_completed","{name} consent completed at {time}",""
"vault.body.update_failed","Failed to update credential",""
"vault.body.delete_credential","Delete credential",""
"vault.connector.filter_all","All",""
"vault.connector.filter_connected","Connected",""
"vault.connector.filter_available","Available",""
"vault.auto_cred.guided_setup","Guided Setup",""
"vault.auto_cred.auto_setup","Auto-Setup",""
"vault.auto_cred.guided_consent_body","Claude will guide you step-by-step through creating credentials. URLs will open in your browser automatically.",""
"vault.auto_cred.auto_consent_body","Claude designed the connection details. Now a browser window will open to create the actual credential on your behalf.",""
"vault.auto_cred.what_will_happen","What will happen:",""
"vault.auto_cred.log_in_first","Log in first.",""
"vault.auto_cred.log_in_hint","Make sure you are already registered and logged in to {label} in your browser before starting. This allows the automation to access your account settings directly.",""
"vault.auto_cred.your_consent","Your consent is required.",""
"vault.auto_cred.guided_consent_hint","Nothing is saved without your explicit approval. You will create the credential yourself following guided instructions.",""
"vault.auto_cred.auto_consent_hint","Nothing is saved without your explicit approval. If a login page or CAPTCHA appears, the browser will pause for you to handle manually.",""
"vault.auto_cred.view_docs","View credential docs",""
"vault.auto_cred.start_guided","Start Guided Setup",""
"vault.auto_cred.start_browser","Start Browser Session",""
"vault.auto_cred.browser_error_title","Auto-Setup Failed",""
"vault.auto_cred.setup_manually","Set Up Manually",""
"vault.auto_cred.retry","Retry",""
"vault.auto_cred.what_happened","What happened",""
"vault.auto_cred.session_duration","Session ran for {seconds}s",""
"vault.auto_cred.actions_performed_one","{count} browser action performed",""
"vault.auto_cred.actions_performed_other","{count} browser actions performed",""
"vault.auto_cred.last_url","Last URL: {url}",""
"vault.auto_cred.captcha_encountered","A login/CAPTCHA prompt was encountered",""
"vault.auto_cred.last_actions","Last actions:",""
"vault.auto_cred.session_log","Session log ({count} entries)",""
"vault.auto_cred.step_confirmed","Step confirmed -- waiting for detection",""
"vault.auto_cred.action_required","Action Required",""
"vault.auto_cred.open_in_browser","Open in Browser",""
"vault.auto_cred.completed_step","I've completed this",""
"vault.auto_cred.input_requested","Input Requested",""
"vault.vector.documents_tab","Documents",""
"vault.vector.search_tab","Search",""
"vault.vector.settings_tab","Settings",""
"vault.vector.ingest_title","Add Documents",""
"vault.vector.ingest_hint","Drop files here or click to browse",""
"vault.vector.ingest_drop","Drop files to add",""
"vault.vector.ingest_supported","Supported: txt, md, html, csv, json, yaml, code files",""
"vault.vector.starting_ingestion","Processing files...",""
"vault.vector.no_valid_files","No valid file paths found. Try dropping individual files.",""
"vault.vector.no_documents","No documents yet",""
"vault.vector.no_documents_hint","Drop files here, paste text, or scan a directory to start building your knowledge base.",""
"vault.vector.refresh","Refresh",""
"vault.vector.paste_text","Paste Text",""
"vault.vector.directory","Directory",""
"vault.vector.delete_document","Delete document",""
"vault.vector.document_count_one","{count} document",""
"vault.vector.document_count_other","{count} documents",""
"vault.vector.show_full","Show full excerpt",""
"vault.vector.show_less","Show less",""
"vault.vector.copy_content","Copy content",""
"vault.vector.kb_info","Knowledge Base Info",""
"vault.vector.embedding_model","Search Model",""
"vault.vector.dimensions","Dimensions",""
"vault.vector.chunk_size","Section Size",""
"vault.vector.chunk_overlap","Section Overlap",""
"vault.vector.statistics","Statistics",""
"vault.vector.documents","Documents",""
"vault.vector.chunks","Sections",""
"vault.vector.local_embedding","Local Search",""
"vault.vector.local_embedding_hint","Search indexing runs locally using {model} ({dims}-dim). No data leaves your machine. The model (~23MB) is downloaded on first use and saved locally.",""
"vault.design_modal.title","Design Credential",""
"vault.design_modal.error_title","Something went wrong",""
"vault.design_modal.error_unexpected","An unexpected error occurred.",""
"vault.design_modal.error_parse_failed","The AI could not generate a valid connector from your description.",""
"vault.design_modal.error_timeout","The request took too long and was stopped. This can happen with very broad requests.",""
"vault.design_modal.error_cli_missing","Claude CLI is not installed on this system.",""
"vault.design_modal.error_env_conflict","A conflicting environment variable is blocking the CLI. Restart the app to fix this automatically.",""
"vault.design_modal.error_backend","The AI backend returned an unexpected error.",""
"vault.design_modal.technical_details","Technical details",""
"vault.design_modal.how_to_fix","How to fix this",""
"vault.design_modal.original_request","Your original request (preserved):",""
"vault.design_modal.start_over","Start over",""
"vault.design_modal.try_again_with","Try again with your request",""
"vault.desktop.installed","Installed",""
"vault.desktop.running","Running",""
"vault.desktop.not_installed","Not installed",""
"vault.graph.no_dependencies","No dependencies",""
"vault.graph.connection_count_one","{count} connection",""
"vault.graph.connection_count_other","{count} connections",""
"vault.graph.dep_count_one","{count} dep",""
"vault.graph.dep_count_other","{count} deps",""
"vault.graph.not_tested","Not tested",""
"vault.graph.healthy","Healthy",""
"vault.graph.unhealthy","Unhealthy",""
"vault.wizard.detected","Detected ({count})",""
"vault.wizard.available","Available ({count})",""
"vault.wizard.already_added","Already added ({count})",""
"vault.wizard.no_match","No services match ""{search}""",""
"vault.wizard.already_added_badge","Already added",""
"vault.wizard.local","Local",""
"vault.wizard.cli_auth","CLI auth",""
"vault.wizard.session","Session",""
"vault.playground.tab_overview","Overview","Přehled"
"vault.playground.tab_api_explorer","API Explorer","API Explorer"
"vault.playground.tab_recipes","Recipes","Recepty"
"vault.playground.tab_mcp_tools","MCP Tools","MCP nástroje"
"vault.playground.tab_rotation","Rotation","Rotace"
"vault.playground.add_tag","Add tag...","Přidat štítek..."
"vault.playground.no_connector","No connector definition available for this credential type.","Pro tento typ přihlašovacího údaje není dostupná definice konektoru."
"vault.playground.try_button","Try","Vyzkoušet"
"vault.playground.parameters","Parameters","Parametry"
"vault.playground.request_body","Request Body","Tělo požadavku"
