key,english,czech
"agents.connectors.ch_add","Add Channel","Přidat kanál"
"agents.connectors.ch_all_added","All channel types added","Všechny typy kanálů přidány"
"agents.connectors.ch_in_app","In-App Messages","Zprávy v aplikaci"
"agents.connectors.ch_always_active","Always active","Vždy aktivní"
"agents.connectors.ch_enable","Enable {type} notifications","Zapnout oznámení {type}"
"agents.connectors.ch_credential","Credential","Přihlašovací údaj"
"agents.connectors.ch_connected","Connected","Připojeno"
"agents.connectors.ch_cred_needed","Credential needed","Nutné přihlašovací údaje"
"agents.connectors.ch_sending","Sending...","Odesílání..."
"agents.connectors.ch_delivered","Delivered","Doručeno"
"agents.connectors.ch_failed","Failed","Selhalo"
"agents.connectors.ch_test","Test Notification","Testovat oznámení"
"agents.connectors.ch_saving","Saving...","Ukládání..."
"agents.connectors.ch_save","Save Channels","Uložit kanály"
"agents.connectors.ch_delivery_health","Delivery Health","Stav doručování"
"agents.connectors.ch_no_deliveries","No deliveries yet","Zatím žádná doručení"
"agents.connectors.st_test","Test","Test"
"agents.connectors.st_test_all","Test All","Testovat vše"
"agents.connectors.st_link_existing","Link Existing","Propojit existující"
"agents.connectors.st_add_new","Add New","Přidat nové"
"agents.connectors.st_credential","Credential: {name}","Údaj: {name}"
"agents.connectors.st_best_match","Best match","Nejlepší shoda"
"agents.connectors.st_other_creds","Other credentials","Ostatní údaje"
"agents.connectors.st_swap_alt","Swap to alternative","Přepnout na alternativu"
"agents.connectors.st_unlinked_warn","{count} connector(s) missing credentials -- execution blocked","{count} konektor(ům) chybí údaje -- spuštění blokováno"
"agents.connectors.st_unlinked_hint","Link or create credentials for all connectors to enable execution.","Propojte nebo vytvořte údaje pro všechny konektory, aby bylo možné spuštění."
"agents.connectors.st_unhealthy_warn","{count} connector(s) failed healthcheck -- execution may fail at runtime","{count} konektor(ů) neprošel kontrolou -- spuštění může selhat"
"agents.connectors.st_unhealthy_hint","Re-test or re-link credentials for failing connectors.","Znovu otestujte nebo propojte údaje u chybujících konektorů."
"agents.connectors.st_required","{count} connector(s) required","Vyžadováno {count} konektor(ů)"
"agents.connectors.st_healthy","{count} healthy","{count} v pořádku"
"agents.connectors.st_failed","{count} failed","{count} selhalo"
"agents.connectors.st_missing","{count} missing","{count} chybí"
"agents.connectors.ts_configured","{count} tool(s) configured","Nastaveno {count} nástroj(ů)"
"agents.connectors.ts_no_tools","No tools configured.","Žádné nástroje nejsou nastaveny."
"agents.connectors.ts_hide_runner","Hide Tool Runner","Skrýt spouštěč nástrojů"
"agents.connectors.ts_try_tools","Try Tools ({count})","Vyzkoušet nástroje ({count})"
"agents.connectors.cp_select","Select credential...","Vyberte údaje..."
"agents.connectors.cp_none","None","Žádné"
"agents.connectors.cp_no_creds","No credentials available","Žádné údaje nejsou dostupné"
"agents.connectors.cp_select_label","Select credential","Vybrat přihlašovací údaje"
"agents.connectors.ct_no_persona","No persona selected","Žádná persona nevybrána"
"agents.connectors.ct_connectors_label","Connectors","Konektory"
"agents.connectors.ct_list_view","List view","Seznam"
"agents.connectors.ct_graph_view","Dependency graph","Graf závislostí"
"agents.connectors.ct_swap_alt_tooltip","Swap to alternative connector","Přepnout na alternativní konektor"
"agents.connectors.ct_deps","{count} dep(s)","{count} závisl."
"agents.connectors.dg_no_deps","No dependencies to display.","Žádné závislosti k zobrazení."
"agents.connectors.dg_broken","{count} broken","{count} nefunkčních"
"agents.connectors.dg_blast_radius","Blast Radius","Oblast dopadu"
"agents.connectors.dg_dependencies","Dependencies","Závislosti"
"agents.connectors.dg_select_cred","Select a credential to see what breaks when it expires","Vyberte údaje, abyste viděli, co se rozbije po vypršení"
"agents.connectors.dg_relationships","Relationships ({count})","Vztahy ({count})"
"agents.connectors.dg_more","+{count} more","+{count} dalších"
"agents.connectors.dg_affected_tools","Affected Tools","Dotčené nástroje"
"agents.connectors.dg_affected_auto","Affected Automations","Dotčené automatizace"
"agents.connectors.dg_low_risk","Low Risk","Nízké riziko"
"agents.connectors.dg_medium_risk","Medium Risk","Střední riziko"
"agents.connectors.dg_high_risk","High Risk","Vysoké riziko"
"agents.connectors.dg_high_blast","If this credential expires or goes offline, {count} capabilities will break.","Pokud tyto údaje vyprší nebo budou offline, {count} funkcí přestane fungovat."
"agents.connectors.dg_medium_blast","{count} capabilities depend on this credential.","Na těchto údajích závisí {count} funkcí."
"agents.connectors.dg_low_blast","No tools or automations depend on this credential.","Žádné nástroje ani automatizace na těchto údajích nezávisí."
"agents.connectors.dm_needed","{count} credential(s) needed","Potřebujete {count} přihlašovací údaj(e)"
"agents.connectors.dm_fulfilled","{fulfilled}/{total} connector(s) fulfilled","{fulfilled}/{total} konektorů zajištěno"
"agents.connectors.dm_reuse_hint","{count} can reuse existing credentials","{count} může znovu použít existující údaje"
"agents.connectors.dm_required_by","Required by tools -- no credential linked","Vyžadováno nástroji -- žádné údaje nepropojeny"
"agents.connectors.dm_reuse","Reuse ({count})","Znovu použít ({count})"
"agents.connectors.dm_create","Create","Vytvořit"
"agents.connectors.dm_link_existing","Link an existing credential:","Propojit existující údaje:"
"agents.connectors.sub_title","Event Subscriptions","Odběry událostí"
"agents.connectors.sub_active","{count} active","{count} aktivních"
"agents.connectors.sub_add","Add Subscription","Přidat odběr"
"agents.connectors.sub_confirm","Confirm?","Potvrdit?"
"agents.connectors.sub_triggers_title","Triggers & Subscriptions","Spouštěče a odběry"
"agents.connectors.sub_suggested","{count} suggested","{count} navržených"
"agents.connectors.sub_filter","filter: {filter}","filtr: {filter}"
"agents.editor_chrome.tab_activity","Activity","Aktivita"
"agents.editor_chrome.tab_matrix","Matrix","Matice"
"agents.editor_chrome.tab_use_cases","Use Cases","Případy užití"
"agents.editor_chrome.tab_lab","Lab","Lab"
"agents.editor_chrome.tab_connectors","Connectors","Konektory"
"agents.editor_chrome.tab_chat","Chat","Chat"
"agents.editor_chrome.tab_settings","Settings","Nastavení"
"agents.editor_chrome.select_agent","Select an agent to get started","Vyberte agenta pro začátek"
"agents.editor_chrome.choose_sidebar","Choose from the sidebar or create a new agent","Vyberte z bočního panelu nebo vytvořte nového agenta"
"agents.editor_chrome.save_failed_retry","Save failed -- will retry on next edit","Uložení selhalo – zkusíme to znovu při příští úpravě"
"agents.editor_chrome.unsaved_changes","Unsaved changes","Neuložené změny"
"agents.editor_chrome.unsaved_detail","Unsaved changes: {sections}","Neuložené změny: {sections}"
"agents.editor_chrome.save_switch","Save & Switch","Uložit a přepnout"
"agents.editor_chrome.discard","Discard","Zahodit"
"agents.editor_chrome.partial_load","Partial load: {warnings}","Částečné načtení: {warnings}"
"agents.editor_chrome.cloud_connect","Connect a cloud orchestrator to run personas remotely","Připojte cloudový orchestrátor pro vzdálené spouštění person"
"agents.editor_chrome.cloud_signin","Sign in to unlock cloud features and remote execution","Přihlaste se pro cloud funkce a vzdálené spouštění"
"agents.editor_chrome.sign_in","Sign In","Přihlásit se"
"agents.editor_chrome.set_up_cloud","Set up Cloud","Nastavit Cloud"
"agents.editor_chrome.active","Active","Aktivní"
"agents.editor_chrome.off","Off","Vypnuto"
"agents.editor_chrome.execute","Execute","Spustit"
"agents.editor_chrome.running","Running…","Běží…"
"agents.editor_chrome.execution_in_progress","Execution in progress","Probíhá spuštění"
"agents.editor_chrome.cannot_enable","Cannot enable agent","Nelze zapnout agenta"
"agents.editor_chrome.success_label","Success","Úspěch"
"agents.editor_chrome.health_label","Health","Zdraví"
"agents.editor_chrome.latency_label","Latency","Latence"
"agents.editor_chrome.cost_run_label","Cost/run","Cena/běh"
"agents.editor_chrome.last_run_label","Last run","Poslední běh"
"agents.editor_chrome.rank","Rank","Pořadí"
"agents.model_config.model_provider","Model & Provider","Model a poskytovatel"
"agents.model_config.unsaved_changes","Unsaved changes","Neuložené změny"
"agents.model_config.max_budget","Max Budget (USD)","Max. rozpočet (USD)"
"agents.model_config.max_turns","Max Turns","Max. počet kol"
"agents.model_config.prompt_caching","Prompt Caching","Cachování promptů"
"agents.model_config.cache_off","Off","Vypnuto"
"agents.model_config.cache_off_desc","No caching","Bez cachování"
"agents.model_config.cache_short","5 min","5 min"
"agents.model_config.cache_short_desc","Short retention","Krátké uchování"
"agents.model_config.cache_long","1 hr","1 h"
"agents.model_config.cache_long_desc","Long retention","Dlouhé uchování"
"agents.model_config.provider_label","Provider","Poskytovatel"
"agents.model_config.model_name","Model Name","Název modelu"
"agents.model_config.base_url","Base URL","Základní URL"
"agents.model_config.auth_token","Auth Token","Autorizační token"
"agents.model_config.effective_config","Effective Config","Účinná konfigurace"
"agents.model_config.inherited","{count} inherited","{count} zděděno"
"agents.model_config.overridden","{count} overridden","{count} přepsáno"
"agents.model_config.source_agent","Agent","Agent"
"agents.model_config.source_workspace","Workspace","Pracovní prostor"
"agents.model_config.source_global","Global","Globální"
"agents.model_config.source_default","Default","Výchozí"
"agents.model_config.tooltip_workspace","Inherited from workspace ""{name}""","Zděděno z pracovního prostoru ""{name}"""
"agents.model_config.tooltip_global","Inherited from global defaults","Zděděno z globálního nastavení"
"agents.model_config.tooltip_agent_override","Overrides workspace/global default","Přepisuje pracovní/globální nastavení"
"agents.model_config.tooltip_agent_set","Set on this agent","Nastaveno na tomto agentovi"
"agents.model_config.tooltip_no_value","No value configured","Hodnota nenastavena"
"agents.model_config.tooltip_default","No value configured","Hodnota nenastavena"
"agents.model_config.tooltip_overriding","Overriding inherited value","Přepisuje zděděnou hodnotu"
"agents.model_config.saved","Saved","Uloženo"
"agents.model_config.workspace_prefix","Workspace: {label}","Pracovní prostor: {label}"
"agents.model_config.field_model","Model","Model"
"agents.model_config.field_provider","Provider","Poskytovatel"
"agents.model_config.field_base_url","Base URL","Základní URL"
"agents.model_config.field_auth_token","Auth Token","Autorizační token"
"agents.model_config.field_max_budget","Max Budget","Max. rozpočet"
"agents.model_config.field_max_turns","Max Turns","Max. počet kol"
"agents.model_config.field_prompt_cache","Prompt Cache","Cache promptů"
"agents.model_config.model_and_provider","Model & Provider","Model a poskytovatel"
"agents.model_config.max_budget_label","Max Budget (USD)","Max. rozpočet (USD)"
"agents.model_config.max_budget_hint","Maximum total spend for a single execution. The run will stop if this limit is reached.","Maximální celková útrata za jedno spuštění. Pokud je limit dosažen, běh se zastaví."
"agents.model_config.max_budget_range","$0.01 and up, or leave blank for no limit","0,01 $ a více, ponechte prázdné pro bez limitu"
"agents.model_config.max_budget_example","0.50","0.50"
"agents.model_config.max_budget_placeholder","Monthly budget in USD -- e.g. 25.00","Měsíční rozpočet v USD – např. 25.00"
"agents.model_config.max_turns_label","Max Turns","Max. počet kol"
"agents.model_config.max_turns_hint","Maximum number of LLM round-trips per execution. Each turn is one prompt-response cycle with tool use.","Maximální počet LLM cyklů na jedno spuštění. Každé kolo je jeden cyklus prompt-odpověď s použitím nástrojů."
